Unnamed: 0,X,X_1,X_2,X_3,X_4,X_5,y
74,0.7474747474747475,2,5,3,5,6,2.2456023972087986
75,0.7575757575757577,8,4,6,5,9,2.3672308375071807
76,0.7676767676767677,3,1,10,4,5,2.3192564362684625
77,0.7777777777777778,8,2,6,6,7,2.407983741
78,0.787878788,3,3,6,5,4,2.3664068018386315
79,0.797979798,5,2,2,5,2,2.486460355
80,0.8080808080808082,5,5,7,3,6,2.453018192880773
81,0.8181818181818182,6,8,10,6,4,2.5438616390254483
82,0.8282828282828284,4,6,5,5,3,2.5031907498675543
83,0.8383838383838385,3,3,6,4,7,2.559615709
84,0.8484848484848485,3,4,1,6,4,2.5570915398968843
85,0.8585858585858587,7,2,5,7,7,2.5946513993745026
86,0.8686868686868687,5,1,3,4,11,2.614796372203616
87,0.8787878787878789,13,3,3,4,6,2.705415072520783
88,0.888888889,3,3,9,3,7,2.6726842619309017
89,0.8989898989898991,7,6,7,2,3,2.747943197792845
90,0.9090909090909092,7,6,8,4,5,2.748118666296348
91,0.9191919191919192,8,6,1,2,2,2.836165002068224
92,0.9292929292929294,7,6,10,7,8,2.8641293742407483
93,0.9393939393939394,6,2,10,5,6,2.8757554949604702
94,0.9494949494949496,4,5,9,4,4,2.8804645876037958
95,0.9595959595959596,8,8,4,4,10,2.974687768001949
96,0.9696969696969696,12,4,6,2,5,2.962637080350534
97,0.97979798,10,5,7,5,7,2.96084853
98,0.98989899,6,3,15,6,8,3.0058703588570594
99,1,9,7,4,4,6,3.021929898994832
